,year,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,miliseconds,fastestLap,fastestLapSpeed,statusId,fastestLapTime
0,2010,1,alonso,alonso,14,3,1,1,25,49,1:39:20.396,5960396,45,,Finished,1:58.287
1,2010,1,massa,massa,19,2,2,2,18,49,+16.099,5976495,38,,Finished,1:59.732
2,2010,1,hamilton,hamilton,44,4,3,3,15,49,+23.182,5983578,42,,Finished,1:59.560
3,2010,1,vettel,vettel,5,1,4,4,12,49,+38.799,5999195,32,,Finished,2:00.218
4,2010,1,rosberg,rosberg,6,5,5,5,10,49,+40.213,6000609,45,,Finished,2:00.236
5,2010,1,michael_schumacher,michael_schumacher,,7,6,6,8,49,+44.163,6004559,45,,Finished,2:00.204
6,2010,1,button,button,22,8,7,7,6,49,+45.280,6005676,45,,Finished,1:59.970
7,2010,1,webber,webber,,6,8,8,4,49,+46.360,6006756,45,,Finished,1:59.487
8,2010,1,liuzzi,liuzzi,,12,9,9,2,49,+53.008,6013404,39,,Finished,1:59.906
9,2010,1,barrichello,barrichello,,11,10,10,1,49,+1:02.489,6022885,47,,Finished,1:59.833
10,2010,1,kubica,kubica,88,9,11,11,0,49,+1:09.093,6029489,33,,Finished,2:00.474
11,2010,1,sutil,sutil,99,10,12,12,0,49,+1:22.958,6043354,49,,Finished,1:59.393
12,2010,1,alguersuari,alguersuari,,18,13,13,0,49,+1:32.656,6053052,28,,Finished,1:59.964
13,2010,1,hulkenberg,hulkenberg,27,13,14,14,0,48,,,34,,+1 Lap,2:01.401
14,2010,1,kovalainen,kovalainen,,21,15,15,0,47,,,47,,+2 Laps,2:02.701
15,2010,1,buemi,buemi,,15,16,16,0,46,,,41,,Electrical,2:00.080
16,2010,1,trulli,trulli,,20,17,17,0,46,,,34,,Hydraulics,2:02.930
17,2010,1,rosa,rosa,,14,18,R,0,28,,,27,,Hydraulics,2:01.650
18,2010,1,bruno_senna,bruno_senna,,23,19,R,0,17,,,14,,Overheating,2:09.127
19,2010,1,glock,glock,,19,20,R,0,16,,,11,,Gearbox,2:07.062
20,2010,1,petrov,petrov,,17,21,R,0,13,,,7,,Suspension,2:04.307
21,2010,1,kobayashi,kobayashi,10,16,22,R,0,11,,,4,,Hydraulics,2:05.044
22,2010,1,grassi,grassi,,22,23,R,0,2,,,2,,Hydraulics,2:09.361
23,2010,1,chandhok,chandhok,,24,24,R,0,1,,,,,Accident,
24,2010,2,button,button,22,4,1,1,25,58,1:33:36.531,5616531,52,,Finished,1:29.291
25,2010,2,kubica,kubica,88,9,2,2,18,58,+12.034,5628565,52,,Finished,1:29.570
26,2010,2,massa,massa,19,5,3,3,15,58,+14.488,5631019,52,,Finished,1:29.537
27,2010,2,alonso,alonso,14,3,4,4,12,58,+16.304,5632835,47,,Finished,1:29.707
28,2010,2,rosberg,rosberg,6,6,5,5,10,58,+16.683,5633214,53,,Finished,1:28.489
29,2010,2,hamilton,hamilton,44,11,6,6,8,58,+29.898,5646429,47,,Finished,1:28.506
30,2010,2,liuzzi,liuzzi,,13,7,7,6,58,+59.847,5676378,55,,Finished,1:29.685
31,2010,2,barrichello,barrichello,,8,8,8,4,58,+1:00.536,5677067,58,,Finished,1:29.210
32,2010,2,webber,webber,,2,9,9,2,58,+1:07.319,5683850,47,,Finished,1:28.358
33,2010,2,michael_schumacher,michael_schumacher,,7,10,10,1,58,+1:09.391,5685922,58,,Finished,1:29.185
34,2010,2,alguersuari,alguersuari,,17,11,11,0,58,+1:11.301,5687832,49,,Finished,1:29.713
35,2010,2,rosa,rosa,,14,12,12,0,58,+1:14.084,5690615,54,,Finished,1:30.587
36,2010,2,kovalainen,kovalainen,,19,13,13,0,56,,,52,,+2 Laps,1:33.638
37,2010,2,chandhok,chandhok,,22,14,14,0,53,,,48,,+5 Laps,1:35.045
38,2010,2,glock,glock,,23,15,R,0,41,,,37,,Suspension,1:34.230
39,2010,2,grassi,grassi,,24,16,R,0,26,,,17,,Hydraulics,1:36.607
40,2010,2,vettel,vettel,5,1,17,R,0,25,,,22,,Wheel,1:31.556
41,2010,2,sutil,sutil,99,10,18,R,0,9,,,6,,Engine,1:43.223
42,2010,2,petrov,petrov,,18,19,R,0,9,,,6,,Spun off,1:43.132
43,2010,2,bruno_senna,bruno_senna,,21,20,R,0,4,,,4,,Hydraulics,2:27.276
44,2010,2,buemi,buemi,,12,21,R,0,0,,,,,Collision,
45,2010,2,hulkenberg,hulkenberg,27,15,22,R,0,0,,,,,Collision,
46,2010,2,kobayashi,kobayashi,10,16,23,R,0,0,,,,,Collision,
47,2010,2,trulli,trulli,,20,24,W,0,0,,,,,Hydraulics,
48,2010,3,vettel,vettel,5,3,1,1,25,56,1:33:48.412,5628412,53,,Finished,1:37.813
49,2010,3,webber,webber,,1,2,2,18,56,+4.849,5633261,53,,Finished,1:37.054
50,2010,3,rosberg,rosberg,6,2,3,3,15,56,+13.504,5641916,53,,Finished,1:38.129
51,2010,3,kubica,kubica,88,6,4,4,12,56,+18.589,5647001,55,,Finished,1:38.074
52,2010,3,sutil,sutil,99,4,5,5,10,56,+21.059,5649471,55,,Finished,1:38.160
53,2010,3,hamilton,hamilton,44,20,6,6,8,56,+23.471,5651883,32,,Finished,1:37.745
54,2010,3,massa,massa,19,21,7,7,6,56,+27.068,5655480,48,,Finished,1:37.784
55,2010,3,button,button,22,17,8,8,4,56,+37.918,5666330,49,,Finished,1:38.501
56,2010,3,alguersuari,alguersuari,,14,9,9,2,56,+1:10.602,5699014,44,,Finished,1:39.489
57,2010,3,hulkenberg,hulkenberg,27,5,10,10,1,56,+1:13.399,5701811,51,,Finished,1:39.124
58,2010,3,buemi,buemi,,13,11,11,0,56,+1:18.938,5707350,54,,Finished,1:37.610
59,2010,3,barrichello,barrichello,,7,12,12,0,55,,,46,,+1 Lap,1:39.428
60,2010,3,alonso,alonso,14,19,13,13,0,54,,,41,,Engine,1:37.231
61,2010,3,grassi,grassi,,24,14,14,0,53,,,28,,+3 Laps,1:43.224
62,2010,3,chandhok,chandhok,,22,15,15,0,53,,,40,,+3 Laps,1:44.790
63,2010,3,bruno_senna,bruno_senna,,23,16,16,0,52,,,39,,+4 Laps,1:45.334
64,2010,3,trulli,trulli,,18,17,17,0,51,,,31,,+5 Laps,1:43.753
65,2010,3,kovalainen,kovalainen,,15,18,N,0,46,,,44,,+10 Laps,1:42.701
66,2010,3,petrov,petrov,,11,19,R,0,32,,,32,,Gearbox,1:40.693
67,2010,3,liuzzi,liuzzi,,10,20,R,0,12,,,9,,Throttle,1:42.594
68,2010,3,michael_schumacher,michael_schumacher,,8,21,R,0,9,,,9,,Wheel,1:42.084
69,2010,3,kobayashi,kobayashi,10,9,22,R,0,8,,,6,,Engine,1:43.340
70,2010,3,glock,glock,,16,23,R,0,2,,,2,,Spun off,1:46.388
71,2010,3,rosa,rosa,,12,24,W,0,0,,,,,Engine,
72,2010,4,button,button,22,5,1,1,25,56,1:46:42.163,6402163,14,,Finished,1:42.886
73,2010,4,hamilton,hamilton,44,6,2,2,18,56,+1.530,6403693,13,,Finished,1:42.061
74,2010,4,rosberg,rosberg,6,4,3,3,15,56,+9.484,6411647,14,,Finished,1:43.245
75,2010,4,alonso,alonso,14,3,4,4,12,56,+11.869,6414032,14,,Finished,1:44.134
76,2010,4,kubica,kubica,88,8,5,5,10,56,+22.213,6424376,14,,Finished,1:43.630
77,2010,4,vettel,vettel,5,1,6,6,8,56,+33.310,6435473,14,,Finished,1:42.358
78,2010,4,petrov,petrov,,14,7,7,6,56,+47.600,6449763,14,,Finished,1:43.801
79,2010,4,webber,webber,,2,8,8,4,56,+52.172,6454335,14,,Finished,1:42.609
80,2010,4,massa,massa,19,7,9,9,2,56,+57.796,6459959,14,,Finished,1:44.594
81,2010,4,michael_schumacher,michael_schumacher,,9,10,10,1,56,+1:01.749,6463912,14,,Finished,1:44.298
82,2010,4,sutil,sutil,99,10,11,11,0,56,+1:02.874,6465037,14,,Finished,1:44.364
83,2010,4,barrichello,barrichello,,11,12,12,0,56,+1:03.665,6465828,17,,Finished,1:45.559
84,2010,4,alguersuari,alguersuari,,12,13,13,0,56,+1:11.416,6473579,14,,Finished,1:43.755
85,2010,4,kovalainen,kovalainen,,21,14,14,0,55,,,14,,+1 Lap,1:47.141
86,2010,4,hulkenberg,hulkenberg,27,16,15,15,0,55,,,13,,+1 Lap,1:44.549
87,2010,4,bruno_senna,bruno_senna,,23,16,16,0,54,,,16,,+2 Laps,1:48.216
88,2010,4,chandhok,chandhok,,24,17,17,0,52,,,15,,+4 Laps,1:48.788
89,2010,4,trulli,trulli,,20,18,R,0,26,,,14,,Hydraulics,1:49.675
90,2010,4,grassi,grassi,,22,19,R,0,8,,,7,,Clutch,1:53.185
91,2010,4,rosa,rosa,,17,20,R,0,7,,,6,,Technical,1:47.739
92,2010,4,buemi,buemi,,13,21,R,0,0,,,,,Accident,
93,2010,4,kobayashi,kobayashi,10,15,22,R,0,0,,,,,Accident,
94,2010,4,liuzzi,liuzzi,,18,23,R,0,0,,,,,Accident,
95,2010,4,glock,glock,,19,24,W,0,0,,,,,Engine,
96,2010,5,webber,webber,,1,1,1,25,66,1:35:44.101,5744101,62,,Finished,1:24.828
97,2010,5,alonso,alonso,14,4,2,2,18,66,+24.065,5768166,57,,Finished,1:24.846
98,2010,5,vettel,vettel,5,2,3,3,15,66,+51.338,5795439,56,,Finished,1:25.176
99,2010,5,michael_schumacher,michael_schumacher,,6,4,4,12,66,+1:02.195,5806296,64,,Finished,1:25.529
100,2010,5,button,button,22,5,5,5,10,66,+1:03.728,5807829,64,,Finished,1:25.166
101,2010,5,massa,massa,19,9,6,6,8,66,+1:05.767,5809868,64,,Finished,1:25.497
102,2010,5,sutil,sutil,99,11,7,7,6,66,+1:12.941,5817042,65,,Finished,1:25.845
103,2010,5,kubica,kubica,88,7,8,8,4,66,+1:13.677,5817778,66,,Finished,1:25.466
104,2010,5,barrichello,barrichello,,17,9,9,2,65,,,59,,+1 Lap,1:25.728
105,2010,5,alguersuari,alguersuari,,15,10,10,1,65,,,63,,+1 Lap,1:25.655
106,2010,5,petrov,petrov,,19,11,11,0,65,,,63,,+1 Lap,1:25.470
107,2010,5,kobayashi,kobayashi,10,10,12,12,0,65,,,62,,+1 Lap,1:26.083
108,2010,5,rosberg,rosberg,6,8,13,13,0,65,,,50,,+1 Lap,1:25.455
109,2010,5,hamilton,hamilton,44,3,14,14,0,64,,,59,,Puncture,1:24.357
110,2010,5,liuzzi,liuzzi,,16,15,15,0,64,,,63,,Engine,1:25.924
111,2010,5,hulkenberg,hulkenberg,27,13,16,16,0,64,,,63,,+2 Laps,1:26.863
112,2010,5,trulli,trulli,,18,17,17,0,63,,,56,,+3 Laps,1:29.564
113,2010,5,glock,glock,,22,18,18,0,63,,,60,,+3 Laps,1:29.776
114,2010,5,grassi,grassi,,23,19,19,0,62,,,47,,+4 Laps,1:29.904
115,2010,5,buemi,buemi,,14,20,R,0,42,,,41,,Hydraulics,1:26.724
116,2010,5,chandhok,chandhok,,24,21,R,0,27,,,26,,Suspension,1:32.041
117,2010,5,rosa,rosa,,12,22,R,0,18,,,9,,Collision,1:30.411
118,2010,5,bruno_senna,bruno_senna,,21,23,R,0,0,,,,,Accident,
119,2010,5,kovalainen,kovalainen,,20,24,W,0,0,,,,,Gearbox,
120,2010,6,webber,webber,,1,1,1,25,78,1:50:13.355,6613355,63,,Finished,1:15.318
121,2010,6,vettel,vettel,5,3,2,2,18,78,+0.448,6613803,71,,Finished,1:15.192
122,2010,6,kubica,kubica,88,2,3,3,15,78,+1.675,6615030,72,,Finished,1:15.353
123,2010,6,massa,massa,19,4,4,4,12,78,+2.666,6616021,68,,Finished,1:15.503
124,2010,6,hamilton,hamilton,44,5,5,5,10,78,+4.363,6617718,68,,Finished,1:16.219
125,2010,6,alonso,alonso,14,24,6,6,8,78,+6.341,6619696,73,,Finished,1:15.905
126,2010,6,rosberg,rosberg,6,6,7,7,6,78,+6.651,6620006,65,,Finished,1:15.959
127,2010,6,sutil,sutil,99,12,8,8,4,78,+6.970,6620325,72,,Finished,1:15.963
128,2010,6,liuzzi,liuzzi,,10,9,9,2,78,+7.305,6620660,72,,Finished,1:16.142
129,2010,6,buemi,buemi,,13,10,10,1,78,+8.199,6621554,68,,Finished,1:16.493
130,2010,6,alguersuari,alguersuari,,17,11,11,0,78,+9.135,6622490,73,,Finished,1:16.381
131,2010,6,michael_schumacher,michael_schumacher,,7,12,12,0,78,+5.712,6619067,71,,Finished,1:15.580
132,2010,6,petrov,petrov,,14,13,13,0,73,,,60,,Brakes,1:16.405
133,2010,6,chandhok,chandhok,,23,14,14,0,70,,,69,,Collision,1:19.553
134,2010,6,trulli,trulli,,19,15,15,0,70,,,69,,Collision,1:19.340
135,2010,6,kovalainen,kovalainen,,18,16,R,0,58,,,57,,Steering,1:18.401
136,2010,6,bruno_senna,bruno_senna,,22,17,R,0,58,,,58,,Hydraulics,1:20.130
137,2010,6,barrichello,barrichello,,9,18,R,0,30,,,22,,Suspension,1:19.074
138,2010,6,kobayashi,kobayashi,10,16,19,R,0,26,,,24,,Gearbox,1:18.775
139,2010,6,grassi,grassi,,21,20,R,0,25,,,19,,Wheel,1:22.255
140,2010,6,glock,glock,,20,21,R,0,22,,,11,,Track rod,1:20.775
141,2010,6,rosa,rosa,,15,22,R,0,21,,,21,,Hydraulics,1:19.270
142,2010,6,button,button,22,8,23,R,0,2,,,2,,Engine,2:14.285
143,2010,6,hulkenberg,hulkenberg,27,11,24,R,0,0,,,,,Front wing,
144,2010,7,hamilton,hamilton,44,2,1,1,25,58,1:28:47.620,5327620,54,,Finished,1:30.075
145,2010,7,button,button,22,4,2,2,18,58,+2.645,5330265,42,,Finished,1:29.895
146,2010,7,webber,webber,,1,3,3,15,58,+24.285,5351905,54,,Finished,1:29.195
147,2010,7,michael_schumacher,michael_schumacher,,5,4,4,12,58,+31.110,5358730,53,,Finished,1:29.810
148,2010,7,rosberg,rosberg,6,6,5,5,10,58,+32.266,5359886,52,,Finished,1:29.977
149,2010,7,kubica,kubica,88,7,6,6,8,58,+32.824,5360444,57,,Finished,1:29.580
150,2010,7,massa,massa,19,8,7,7,6,58,+36.635,5364255,58,,Finished,1:29.996
151,2010,7,alonso,alonso,14,12,8,8,4,58,+46.544,5374164,56,,Finished,1:30.011
152,2010,7,sutil,sutil,99,11,9,9,2,58,+49.029,5376649,55,,Finished,1:29.959
153,2010,7,kobayashi,kobayashi,10,10,10,10,1,58,+1:05.650,5393270,42,,Finished,1:30.891
154,2010,7,rosa,rosa,,13,11,11,0,58,+1:05.944,5393564,50,,Finished,1:30.421
155,2010,7,alguersuari,alguersuari,,16,12,12,0,58,+1:07.800,5395420,50,,Finished,1:29.535
156,2010,7,liuzzi,liuzzi,,18,13,13,0,57,,,53,,+1 Lap,1:31.421
157,2010,7,barrichello,barrichello,,15,14,14,0,57,,,53,,+1 Lap,1:30.933
158,2010,7,petrov,petrov,,9,15,15,0,57,,,57,,+1 Lap,1:29.165
159,2010,7,buemi,buemi,,14,16,16,0,57,,,57,,+1 Lap,1:29.588
160,2010,7,hulkenberg,hulkenberg,27,17,17,17,0,57,,,51,,+1 Lap,1:30.620
161,2010,7,glock,glock,,21,18,18,0,55,,,48,,+3 Laps,1:32.265
162,2010,7,grassi,grassi,,23,19,19,0,55,,,55,,+3 Laps,1:33.257
163,2010,7,chandhok,chandhok,,24,20,20,0,52,,,37,,Fuel pump,1:34.585
164,2010,7,bruno_senna,bruno_senna,,22,21,R,0,46,,,35,,Fuel pressure,1:34.247
165,2010,7,vettel,vettel,5,3,22,R,0,39,,,37,,Collision,1:30.181
166,2010,7,kovalainen,kovalainen,,20,23,R,0,33,,,26,,Hydraulics,1:34.363
167,2010,7,trulli,trulli,,19,24,R,0,32,,,26,,Hydraulics,1:34.463
168,2010,8,hamilton,hamilton,44,1,1,1,25,70,1:33:53.456,5633456,62,,Finished,1:17.806
169,2010,8,button,button,22,4,2,2,18,70,+2.254,5635710,66,,Finished,1:18.144
170,2010,8,alonso,alonso,14,3,3,3,15,70,+9.214,5642670,44,,Finished,1:18.207
171,2010,8,vettel,vettel,5,2,4,4,12,70,+37.817,5671273,62,,Finished,1:18.417
172,2010,8,webber,webber,,7,5,5,10,70,+39.291,5672747,62,,Finished,1:18.148
173,2010,8,rosberg,rosberg,6,10,6,6,8,70,+56.084,5689540,68,,Finished,1:17.832
174,2010,8,kubica,kubica,88,8,7,7,6,70,+57.300,5690756,67,,Finished,1:16.972
175,2010,8,buemi,buemi,,15,8,8,4,69,,,39,,+1 Lap,1:19.784
176,2010,8,liuzzi,liuzzi,,5,9,9,2,69,,,66,,+1 Lap,1:19.349
177,2010,8,sutil,sutil,99,9,10,10,1,69,,,68,,+1 Lap,1:19.530
178,2010,8,michael_schumacher,michael_schumacher,,13,11,11,0,69,,,44,,+1 Lap,1:19.577
179,2010,8,alguersuari,alguersuari,,16,12,12,0,69,,,69,,+1 Lap,1:19.842
180,2010,8,hulkenberg,hulkenberg,27,12,13,13,0,69,,,64,,+1 Lap,1:18.912
181,2010,8,barrichello,barrichello,,11,14,14,0,69,,,65,,+1 Lap,1:19.175
182,2010,8,massa,massa,19,6,15,15,0,69,,,45,,+1 Lap,1:18.325
183,2010,8,kovalainen,kovalainen,,19,16,16,0,68,,,65,,+2 Laps,1:20.654
184,2010,8,petrov,petrov,,14,17,17,0,68,,,58,,+2 Laps,1:19.453
185,2010,8,chandhok,chandhok,,24,18,18,0,66,,,47,,+4 Laps,1:21.884
186,2010,8,grassi,grassi,,23,19,19,0,65,,,49,,+5 Laps,1:21.937
187,2010,8,glock,glock,,21,20,R,0,55,,,43,,Mechanical,1:21.669
188,2010,8,trulli,trulli,,20,21,R,0,47,,,38,,Brakes,1:20.791
189,2010,8,rosa,rosa,,17,22,R,0,31,,,21,,Engine,1:20.574
190,2010,8,bruno_senna,bruno_senna,,22,23,R,0,14,,,5,,Hydraulics,1:24.524
191,2010,8,kobayashi,kobayashi,10,18,24,R,0,1,,,,,Accident,
192,2010,9,vettel,vettel,5,1,1,1,25,57,1:40:29.571,6029571,52,,Finished,1:39.141
193,2010,9,hamilton,hamilton,44,3,2,2,18,57,+5.042,6034613,56,,Finished,1:39.156
194,2010,9,button,button,22,7,3,3,15,57,+12.658,6042229,54,,Finished,1:38.766
195,2010,9,barrichello,barrichello,,9,4,4,12,57,+25.627,6055198,56,,Finished,1:39.489
196,2010,9,kubica,kubica,88,6,5,5,10,57,+27.122,6056693,55,,Finished,1:39.542
197,2010,9,sutil,sutil,99,13,6,6,8,57,+30.168,6059739,52,,Finished,1:39.803
198,2010,9,kobayashi,kobayashi,10,18,7,7,6,57,+30.965,6060536,57,,Finished,1:39.517
199,2010,9,alonso,alonso,14,4,8,8,4,57,+32.809,6062380,50,,Finished,1:39.889
200,2010,9,buemi,buemi,,11,9,9,2,57,+36.299,6065870,53,,Finished,1:40.084
201,2010,9,rosberg,rosberg,6,12,10,10,1,57,+44.382,6073953,57,,Finished,1:39.878
202,2010,9,massa,massa,19,5,11,11,0,57,+46.621,6076192,52,,Finished,1:40.208
203,2010,9,rosa,rosa,,16,12,12,0,57,+47.414,6076985,56,,Finished,1:40.430
204,2010,9,alguersuari,alguersuari,,17,13,13,0,57,+48.239,6077810,55,,Finished,1:40.327
205,2010,9,petrov,petrov,,10,14,14,0,57,+48.287,6077858,57,,Finished,1:40.100
206,2010,9,michael_schumacher,michael_schumacher,,15,15,15,0,57,+48.826,6078397,53,,Finished,1:38.968
207,2010,9,liuzzi,liuzzi,,14,16,16,0,57,+50.890,6080461,52,,Finished,1:40.305
208,2010,9,grassi,grassi,,21,17,17,0,56,,,45,,+1 Lap,1:42.414
209,2010,9,chandhok,chandhok,,23,18,18,0,55,,,51,,+2 Laps,1:43.820
210,2010,9,glock,glock,,22,19,19,0,55,,,48,,+2 Laps,1:42.319
211,2010,9,bruno_senna,bruno_senna,,24,20,20,0,55,,,55,,+2 Laps,1:42.927
212,2010,9,trulli,trulli,,19,21,21,0,53,,,53,,+4 Laps,1:41.770
213,2010,9,hulkenberg,hulkenberg,27,8,22,R,0,49,,,46,,Exhaust,1:40.790
214,2010,9,kovalainen,kovalainen,,20,23,R,0,8,,,8,,Collision,1:46.130
215,2010,9,webber,webber,,2,24,R,0,8,,,5,,Collision,1:44.064
216,2010,10,webber,webber,,2,1,1,25,52,1:24:38.200,5078200,45,,Finished,1:32.364
217,2010,10,hamilton,hamilton,44,4,2,2,18,52,+1.360,5079560,43,,Finished,1:32.758
218,2010,10,rosberg,rosberg,6,5,3,3,15,52,+21.307,5099507,50,,Finished,1:32.952
219,2010,10,button,button,22,14,4,4,12,52,+21.986,5100186,52,,Finished,1:33.003
220,2010,10,barrichello,barrichello,,8,5,5,10,52,+31.456,5109656,50,,Finished,1:33.615
221,2010,10,kobayashi,kobayashi,10,12,6,6,8,52,+32.171,5110371,52,,Finished,1:33.558
222,2010,10,vettel,vettel,5,1,7,7,6,52,+36.734,5114934,52,,Finished,1:31.967
223,2010,10,sutil,sutil,99,11,8,8,4,52,+40.932,5119132,42,,Finished,1:34.337
224,2010,10,michael_schumacher,michael_schumacher,,10,9,9,2,52,+41.599,5119799,47,,Finished,1:34.171
225,2010,10,hulkenberg,hulkenberg,27,13,10,10,1,52,+42.012,5120212,48,,Finished,1:33.989
226,2010,10,liuzzi,liuzzi,,20,11,11,0,52,+42.459,5120659,51,,Finished,1:34.018
227,2010,10,buemi,buemi,,16,12,12,0,52,+47.627,5125827,52,,Finished,1:32.980
228,2010,10,petrov,petrov,,15,13,13,0,52,+59.374,5137574,52,,Finished,1:32.484
229,2010,10,alonso,alonso,14,3,14,14,0,52,+1:02.385,5140585,52,,Finished,1:30.874
230,2010,10,massa,massa,19,7,15,15,0,52,+1:07.489,5145689,52,,Finished,1:31.646
231,2010,10,trulli,trulli,,21,16,16,0,51,,,44,,+1 Lap,1:36.519
232,2010,10,kovalainen,kovalainen,,18,17,17,0,51,,,48,,+1 Lap,1:36.251
233,2010,10,glock,glock,,19,18,18,0,50,,,49,,+2 Laps,1:36.415
234,2010,10,chandhok,chandhok,,23,19,19,0,50,,,40,,+2 Laps,1:38.798
235,2010,10,yamamoto,yamamoto,,24,20,20,0,50,,,50,,+2 Laps,1:38.309
236,2010,10,alguersuari,alguersuari,,17,21,R,0,44,,,43,,Brakes,1:33.748
237,2010,10,rosa,rosa,,9,22,R,0,29,,,23,,Collision,1:35.883
238,2010,10,kubica,kubica,88,6,23,R,0,19,,,12,,Driveshaft,1:36.846
239,2010,10,grassi,grassi,,22,24,R,0,9,,,7,,Hydraulics,1:40.641
240,2010,11,alonso,alonso,14,2,1,1,25,67,1:27:38.864,5258864,66,,Finished,1:15.880
241,2010,11,massa,massa,19,3,2,2,18,67,+4.196,5263060,66,,Finished,1:16.097
242,2010,11,vettel,vettel,5,1,3,3,15,67,+5.121,5263985,67,,Finished,1:15.824
243,2010,11,hamilton,hamilton,44,6,4,4,12,67,+26.896,5285760,65,,Finished,1:16.503
244,2010,11,button,button,22,5,5,5,10,67,+29.482,5288346,65,,Finished,1:16.451
245,2010,11,webber,webber,,4,6,6,8,67,+43.606,5302470,57,,Finished,1:16.678
246,2010,11,kubica,kubica,88,7,7,7,6,66,,,62,,+1 Lap,1:17.166
247,2010,11,rosberg,rosberg,6,9,8,8,4,66,,,66,,+1 Lap,1:16.609
248,2010,11,michael_schumacher,michael_schumacher,,11,9,9,2,66,,,66,,+1 Lap,1:17.088
249,2010,11,petrov,petrov,,13,10,10,1,66,,,62,,+1 Lap,1:17.198
250,2010,11,kobayashi,kobayashi,10,12,11,11,0,66,,,63,,+1 Lap,1:17.100
251,2010,11,barrichello,barrichello,,8,12,12,0,66,,,63,,+1 Lap,1:17.029
252,2010,11,hulkenberg,hulkenberg,27,10,13,13,0,66,,,61,,+1 Lap,1:16.836
253,2010,11,rosa,rosa,,14,14,14,0,66,,,61,,+1 Lap,1:16.527
254,2010,11,alguersuari,alguersuari,,15,15,15,0,66,,,66,,+1 Lap,1:16.971
255,2010,11,liuzzi,liuzzi,,21,16,16,0,65,,,64,,+2 Laps,1:16.596
256,2010,11,sutil,sutil,99,19,17,17,0,65,,,65,,+2 Laps,1:16.687
257,2010,11,glock,glock,,23,18,18,0,64,,,62,,+3 Laps,1:18.211
258,2010,11,bruno_senna,bruno_senna,,20,19,19,0,63,,,57,,+4 Laps,1:20.861
259,2010,11,kovalainen,kovalainen,,18,20,R,0,56,,,51,,Collision,1:20.664
260,2010,11,grassi,grassi,,24,21,R,0,50,,,49,,Gearbox,1:20.703
261,2010,11,yamamoto,yamamoto,,22,22,R,0,19,,,16,,Engine,1:23.541
262,2010,11,trulli,trulli,,17,23,R,0,3,,,2,,Gearbox,2:14.452
263,2010,11,buemi,buemi,,16,24,R,0,1,,,,,Collision,
264,2010,12,webber,webber,,2,1,1,25,70,1:41:05.571,6065571,46,,Finished,1:22.651
265,2010,12,alonso,alonso,14,3,2,2,18,70,+17.821,6083392,67,,Finished,1:23.195
266,2010,12,vettel,vettel,5,1,3,3,15,70,+19.252,6084823,70,,Finished,1:22.362
267,2010,12,massa,massa,19,4,4,4,12,70,+27.474,6093045,69,,Finished,1:23.329
268,2010,12,petrov,petrov,,7,5,5,10,70,+1:13.192,6138763,61,,Finished,1:23.799
269,2010,12,hulkenberg,hulkenberg,27,10,6,6,8,70,+1:16.723,6142294,66,,Finished,1:24.204
270,2010,12,rosa,rosa,,9,7,7,6,69,,,65,,+1 Lap,1:24.342
271,2010,12,button,button,22,11,8,8,4,69,,,61,,+1 Lap,1:24.205
272,2010,12,kobayashi,kobayashi,10,23,9,9,2,69,,,68,,+1 Lap,1:24.282
273,2010,12,barrichello,barrichello,,12,10,10,1,69,,,68,,+1 Lap,1:22.811
274,2010,12,michael_schumacher,michael_schumacher,,14,11,11,0,69,,,64,,+1 Lap,1:25.372
275,2010,12,buemi,buemi,,15,12,12,0,69,,,58,,+1 Lap,1:25.449
276,2010,12,liuzzi,liuzzi,,16,13,13,0,69,,,58,,+1 Lap,1:25.358
277,2010,12,kovalainen,kovalainen,,19,14,14,0,67,,,64,,+3 Laps,1:27.457
278,2010,12,trulli,trulli,,20,15,15,0,67,,,58,,+3 Laps,1:27.429
279,2010,12,glock,glock,,18,16,16,0,67,,,59,,+3 Laps,1:27.674
280,2010,12,bruno_senna,bruno_senna,,22,17,17,0,67,,,61,,+3 Laps,1:28.093
281,2010,12,grassi,grassi,,21,18,18,0,66,,,62,,+4 Laps,1:27.287
282,2010,12,yamamoto,yamamoto,,24,19,19,0,66,,,59,,+4 Laps,1:29.278
283,2010,12,hamilton,hamilton,44,5,20,R,0,23,,,22,,Gearbox,1:26.258
284,2010,12,kubica,kubica,88,8,21,R,0,23,,,21,,Retired,1:26.825
285,2010,12,rosberg,rosberg,6,6,22,R,0,15,,,13,,Wheel,1:27.954
286,2010,12,sutil,sutil,99,13,23,R,0,15,,,12,,Collision,1:28.177
287,2010,12,alguersuari,alguersuari,,17,24,R,0,1,,,,,Engine,
288,2010,13,hamilton,hamilton,44,2,1,1,25,44,1:29:04.268,5344268,32,,Finished,1:49.069
289,2010,13,webber,webber,,1,2,2,18,44,+1.571,5345839,32,,Finished,1:49.395
290,2010,13,kubica,kubica,88,3,3,3,15,44,+3.493,5347761,29,,Finished,1:49.807
291,2010,13,massa,massa,19,6,4,4,12,44,+8.264,5352532,26,,Finished,1:50.111
292,2010,13,sutil,sutil,99,8,5,5,10,44,+9.094,5353362,25,,Finished,1:50.477
293,2010,13,rosberg,rosberg,6,14,6,6,8,44,+12.359,5356627,31,,Finished,1:51.688
294,2010,13,michael_schumacher,michael_schumacher,,21,7,7,6,44,+15.548,5359816,32,,Finished,1:51.914
